usluga,tip,cena,grad,sira_lokacija,uza_lokacija,adresa,povrsina,plac,broj_soba,uknjizenost,grejanje,broj_etaza,stanje,godina_izgradnje,spratnost,lift,infrastruktura,parking,garaza,unutrasnje_prostorije,namestenost,opremljenost,useljivo,orijentacija_nekretnine,tip_objekta,tip_stana,tip_kuce,sifra_oglasa,opis,link,latitude,longitude,udaljenost_od_centra
prodaja,stan,173.888 €,Beograd,Savski Venac,Beograd na vodi,"Savski venac, Beograd",55m²,,2 sobe,u procesu uknjižavanja,centralno grejanje,,u izgradnji,,7/8 spratova (nije poslednji sprat),ima lift (1),terasa,,,kupatilo,,"telefon, kablovska, internet, interfon, klima",,jug,stambeni,,,,"Prodajemo odličan dvosoban stan od 55,42m2 u novoj zgradi BW ETERNA, koja se nalazi u okviru Park Districta i završava se 2025. godine. Stan je južno orijentisan, sastoji se od jedne spavaće sobe, dnevnog boravka sa delom za kuhinju, kupatila, vešernice i terase. S obzirom na još uvek početne cene i relaksiranu dinamiku otplate, stan predstavlja odličnu investicionu opciju.BW ETERNA je osmospratna zgrada, smeštena u okviru Elements kompleksa, u Park districtu Beograda na vodi, a duž nove saobraćajnice paralelne sa Savskom ulicom, koja povezuje Karađorđevu ulicu sa Beogradskim sajmom. Pozicionirana je u neposrednoj blizini Savskog parka, prema Savskoj ulici. Smeštena je u četvrtom redu od reke Save i povezana je sa ključnim lokacijama u Beogradu. Kompleks Elements predstavlja najbolje od savremenog gradskog života, kompleks kvalitetne gradnje i prvoklasne lokacije.Mogućnost kupovine garažnog mesta po ceni od 23400 sa uračunatim PDV-om.Sve dodatne informacije oko stanova u projektu ETERNA možete dobiti kod našeg agenta Anđele Murganić, na broj telefona 0621916575.Napomena: Kupci Divis nekretnina doo ne plaćaju agencijsku proviziju za stanove i garaže na projektu BW.",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/savski-venac-beograd/619f6df8dd77ed55805dd5b2,44.8028737,20.4575104,1.6695696906289652
prodaja,stan,162.800 €,Beograd,Palilula opština,Botanička Bašta,Bulevar Despota Stefana,74m²,,2.5 sobe,uknjiženo,grejanje na struju,,potrebno renoviranje,,1/4 sprata (nije poslednji sprat),,podrum,,,kupatilo,prazno,telefon,,,,,,14387,"***Svetao, dvoiposoban salonac, u dobro održavanoj zgradi, u blizini Botaničke bašte, južno orijentisan.Iz prostranog hodnika se ulazi u sve prostorije: veliki dnevni boravak, jednu veliku i jednu manju spavaću sobu, kupatilo, kuhinju sa trpezarijom, ostavu i lođu.Stan je u izvornom , održavanom stanju.Vredi ga pogledati.Agencijska provizija 2% uključuje:istraživanje neophodno za nalaženje stana, pomoć u pregovorima, provera dokumentacije, izrada ugovora/predugovora o kupoprodaji, vođenje kroz celokupni kupoprodajni proces i papirologiju, pomoć pri prijavi poreza na imovinu, asistencija za porez na apsolutna prava i eventualno oslobođenje od istog, organizacija primopredaje i sve što podrazumeva Zakon o posredovanju u prometu i zakupu nepokretnosti.Želimo Vam prijatnu kupovinu.",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/bulevar-despota-stefana/619f6f7d2f806329b933ccb8,44.8174155,20.4824348,2.015341040269244
prodaja,stan,250.000 €,Beograd,Stari Grad opština,Skupština,Svetogorska,110m²,,3 sobe,uknjiženo,centralno grejanje,,uobičajeno stanje,,5/6 spratova (nije poslednji sprat),ima lift (1),terasa,,,kupatilo,prazno,"telefon, kablovska, internet, interfon, klima",useljivo,,,,,2685,"Salonski stan u centru grada, na odličnom mestu.Svetao, sa dva ulaza i funcionalnim rasporedom.PROSTORIJE:predsoblje(antre), dve velike prostorije spojene salonskim vratima, od kojih je jedna sa kupatilom, gostinjski toalet, ostava i kuhinja sa trpezarijom i još jedna velika prostorija.Grejanje je centralno,postoje i kaljeve peći i klima.Nalazi se u predratnoj održavanoj zgradi,sa interfonom.Parking mesto je moguće iznajmiti u garaži u neposrednoj blizini stana.Agencijska provizija 2%0605557420",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/svetogorska/619f703f99fa876591795d53,44.8134431,20.4689616,1.070080551621901
prodaja,stan,69.900 €,Beograd,Voždovac opština,Lekino Brdo,Garibaldijeva,34m²,,1.5 soba,uknjiženo,norveški radijatori,,renovirano,,visoko prizemlje/3 sprata (nije poslednji sprat),,,,,,namešteno,,useljivo,,,,,7824,"U prilici smo da vam ponudimo odličan, funkcionalan 1.5 stan na Lekinom brdu. Nalazi se u VPR/3, sa zasebnim ulazom. Prodaje se kompletno namešten. Blizina okretnice trolejbusa 22 i kompletne infrastrukture.Agencijska provizija 2%. Kontakt 064/129-79-77. ID oglasa: 7824.",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/garibaldijeva/61801e209dd618787d2bb413,44.8435961,20.3987501,5.417664174912385
prodaja,stan,78.750 €,Beograd,Novi Beograd,Bežanijski Blokovi,Dušana Vukasovića,45m²,,1 soba,uknjiženo,centralno grejanje,,uobičajeno stanje,,12/13 spratova (nije poslednji sprat),ima lift (1),terasa,,,,prazno,,useljivo,,,,,7813,"U prilici smo da vam ponudimo odličan, komforan 1.0 u blizini ""Univerexport-a"". Celom površinom je natkriven drugim stanom. Zapadno orijentisan. U stanu je postavljena nova PVC stolarija, parket je dobro održavan. Fasada uredna i očuvana. Ulaz čist i uredan. Video nadzor, 3 lifta. Stan ima pripadajući podrum. Kompletna infrastruktura u neposrednoj blizini, autobusko stajalište na 50m od zgrade.Agencijska provizija 2%. Kontakt 064/129-79-77. ID oglasa: 7813.",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/dusana-vukasovica/6166e5c7f939234dd419d3b3,44.8043975,20.3727327,6.829840542569318
prodaja,stan,37.800 €,Beograd,Rakovica opština,Miljakovac,Miljakovačke staze,27m²,,0.5 soba,uknjiženo,etažno grejanje,,novo,,2/2 sprata,,terasa,,,,prazno,"telefon, kablovska, internet",useljivo,,,,,7807,"Odličan 0.5 stan u novogradnji na Miljakovcu III. Zgrada je sagrađena od najkvalitetnijih materijala, u samom stanu se nalazi kvalitetna PVC stolarija, hrastov parket I klase, uvozna keramika, dupla hidro i termo izolacija. Udaljen od okretnice autobuske linije 48 na oko 500m i od stajališta autobuske linije 5051 na oko 100m. Kompletna infrastruktura nalazi se na oko 200m od zgrade.Agencijska provizija 2%. Kontakt 064/129-79-77. ID oglasa: 7807.",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/miljakovacke-staze/615dd5fa3005a90c0e5db85c,44.738559,20.4632801,8.830291345745579
prodaja,stan,41.190 €,Beograd,Rakovica opština,Miljakovac,Miljakovačke staze,29m²,,0.5 soba,uknjiženo,etažno grejanje,,novo,,2/2 sprata,,terasa,,,,prazno,"telefon, kablovska, internet",useljivo,,,,,7808,"Odličan 0.5 stan u novogradnji na Miljakovcu III. Zgrada je sagrađena od najkvalitetnijih materijala, u samom stanu se nalazi kvalitetna PVC stolarija, hrastov parket I klase, uvozna keramika, dupla hidro i termo izolacija. Udaljen od okretnice autobuske linije 48 na oko 500m i od stajališta autobuske linije 5051 na oko 100m. Kompletna infrastruktura nalazi se na oko 200m od zgrade.Agencijska provizija 2%. Kontakt 064/129-79-77. ID oglasa: 7808.",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/miljakovacke-staze/615dd5fa3005a90c0e5db858,44.738559,20.4632801,8.830291345745579
prodaja,stan,135.000 €,Beograd,Rakovica opština,Stari Košutnjak,Bulevar Patrijarha Pavla,70m²,,3 sobe,uknjiženo,etažno grejanje,,novo,,visoko prizemlje/2 sprata (nije poslednji sprat),,terasa,,,,prazno,"telefon, kablovska, internet",useljivo,,,,,7792,"U prilici smo da vam ponudimo kompletno renoviran stan u blizini Košutnjaka. Trostrano orijentisan, svetao, nalazi se u visokom prizemlju. Uknjižen na 70m2, realno mereno 80m2, plus velika terasa od 24m2. Stan ima ostavu i pripadajući podrum. Retko u ponudi!Agencijska provizija 2%. Kontakt 064/129-79-77. ID oglasa: 7792.",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/bulevar-patrijarha-pavla/611f7c48045ba0621562a0a3,44.7807764,20.442862,4.272886557937058
prodaja,stan,160.000 €,Beograd,Palilula opština,Višnjička Banja,Stojana Stoleta Aranđelovića,138m²,,5 soba,uknjiženo,centralno grejanje,,novo,,3/3 sprata,,terasa,,,,prazno,"telefon, kablovska, internet",useljivo,,,,,7434,"Prostran petosoban stan na dva nivoa sa centralnim rasporedom na oba - iz hodnika se ulazi u sve prostorije. Uknjižen na 138 m2 + 25 m2 terasa. Stolarija, keramika, parket prve klase. Zgrada kvalitetno građena i uredno održavana. Dobra lokacija, blizina prodavnica i gradskog prevoza.Agencijska provizija 2%. Kontakt 064/129-79-77. ID oglasa: 7434.",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/stojana-stoleta-arandjelovica/60def040ec09a930fd3eb780,44.8127416,20.540599,6.6402145844581595
prodaja,stan,115.000 €,Beograd,Palilula opština,Višnjička Banja,Stojana Stoleta Aranđelovića,108m²,,5 soba,uknjiženo,centralno grejanje,,novo,,3/3 sprata,,terasa,,,,prazno,"telefon, kablovska, internet",useljivo,,,,,7714,"Funkcionalan, svetao, lux stan, kompletno renoviran 2019. godine. Urađene nove vodovodne i elektro instalacije, parket, pločice, blindirana vrata, PVC stolarija. Stan je na dva nivoa. Mogućnost prodaje stana sa nameštajem po ceni od 140.000 EUR.Agencijska provizija 2%. Kontakt 064/129-79-77. ID oglasa: 7714.",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/stojana-stoleta-arandjelovica/604b80679596b62b482d1463,44.8127416,20.540599,6.6402145844581595
prodaja,stan,180.000 €,Beograd,Novi Beograd,Bežanijski Blokovi,Dusana Vukasovica,117m²,,4 sobe,uknjiženo,centralno grejanje,,novo,,3/4 sprata (nije poslednji sprat),,"terasa, lođa",,,,namešteno,"telefon, kablovska, internet",useljivo,,,,,7007,"Svetao, prostran, renoviran, cetvorosoban stan na 3/4 spratu bez lifta, u lepoj zgradi sa urednim prostranim ulazom i stepenistem, sa finim i kulturnim komsilukom. Grejna povrsina je 103 m2 + terasa i lodja ukupno 14 m2. U blizini se nalazi veliki broj marketa, prodavnica,... Godina izgradnje 2004.Kontakt 064/129-79-77. Agencijska provizija 2% ID oglasa: 7007.",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/dusana-vukasovica/5c17c5a727317174a70d93a3,44.8043975,20.3727327,6.829840542569318
prodaja,stan,392.000 €,Beograd,Novi Beograd,Blok 12 - YUBC,Bulevar Mihaila Pupina,136m²,,4 sobe,uknjiženo,,,,,1/6 spratova (nije poslednji sprat),ima lift (2),lođe (2),,,,,interfon,,,,,,693,"YUBC-Bulevar Mihaila Pupina. Izuzetan 4.0 stan na 1/6, cg sa ugrađenim podnim grejanjem i mermerom kao podom. Trostran, svetao, sa 2 kupatila, 3 spavaće sobe, kuhinjom, trpezarijom i dnevnim salonom. Stan je uknjižen na 136m2+ 2 terase površine 65m2 od kojih je jedna građevinski pripojena stanu gde je prostor opredeljen za salonsko sedenje. Drugi deo terase je otvoren, natkriven i služi kao bašta sa svim pratećim sadržajima, prilagodjena više mesečnom boravku na njoj i za posebno uživanje.  Stan je bez ulaganja, okrenut prema mirnijoj strani, udobar za život sa svim njegovim prednostima. Uz stan je moguće kupiti i garažu, garažno mesto od oko 30m2. Stan je retko u ponudi zbog kvalitetno primenjenih materijala upotrebljenih prilikom adaptacije stana.  Agencijska provizija 2%+PDV.  Kontakt agent Ljiljana Čičić 0641328147",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/bulevar-mihaila-pupina/619f77ee5b16243d257c9c33,44.8275274,20.4119526,3.7174731994575376
prodaja,stan,202.000 €,Beograd,Voždovac opština,Lekino Brdo,Matoševa,100m²,,3.5 sobe,uknjiženo,centralno grejanje,,novo,,prizemlje/4 sprata (nije poslednji sprat),ima lift (1),,,,,namešteno,,useljivo,,,,,102375477,"Agencijski ID: 75477, PR/IV, lift, uknjižen, novogradnja, dvorište/bašta. *** HITNO *** Porodična stan u neposrednoj blizini parka Šumice. Troiposoban po strukturi, orijentisan ka sopstvenom dvorištu. Uknjiženo 41m2, ostalo uredno predato na legalizaciju. U stanu ostaju svi ugradni elementi. Može zamena za manji stan uz doplatu. Samo za keš kupce, cena fiksna. Maja. Više informacija na: www.beocitynekretnine.rs Agencijska provizija 2%. Telefoni: 060/328-3901 • 060/555-9720 • 011/328-3901. Kontakt van radnog vremena: info@beocitynekretnine.rs",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/matoseva/619f7baed792de656423e30c,44.7890169,20.4879075,4.036114403358622
prodaja,stan,196.000 €,Beograd,Zemun opština,Zemun,Prvomajska,98m²,,4 sobe,uknjiženo,centralno grejanje,,renovirano,2005. godine,3/3 sprata,,"dvorište, lođa","1 parking mesto, u dvorištu zgrade","1 garažno mesto, u sklopu zgrade","kupatila (2), kuhinja, ostava",prazno,"kablovska, internet, interfon, klima",useljivo,ka dvorištu,stambeno-poslovni,,,,"FANTASTIČAN DUPLEKS, 98m2, 4 SOBE, DVA KUPATILA, OSTAVA 35m2, GARAŽA U CENI STANA!!!Prodajemo lux dupleks stan od 98 m2 grejne površine, na odličnoj lokaciji u Zemunu, Prvomajska ulica. Stan je pozicioniran na trećem spratu izuzetno kvalitetno urađene zgrade sa odličnom izolacijom ( sendvič zidovi). Zgrada je useljena 2005.godine. U neposrednoj blizini megamarketa, osnovne škole, vrtića, pijace, autobuskog stajališta...Stan se sastoji od dve etaže.Prva etaža:velika dnevna soba, spavaća soba, trpezarija, kuhinja, kupatilo sa masažer kadom, prostrana lođa.Površina prve etaže oko 64m2.Druga etaža:dve spavaće sobe, veliko kupatilo sa kadom ( prirodna ventilacija) i velika ostava koja ima 35 m2 ( ne ulazi u kvadraturu stana).Površina druge etaže oko 34m2.Etaže su povezane širokim drvenim stepeništem.Centalno grejanje.Klima uređaj na svakoj etaži.Ugradna kuhinja.U cenu stana je uračunata garaža koja je prostrana sa tavanskim prostorom iznad nje+ parking mesto u dvorištu zgrade.Video nadzorUknjiženo na kompletnu kvadraturu od 98 m2, moguća kupovina putem stambenog kredita.Parket kompletno sređen ( hoblovan i lakiran). Useljiv odmah, bez potrebnih ulaganja.Stan za svaku preporuku!!!",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/prvomajska/6172b97d6f13f60b1c505471,44.8410656,20.3957641,5.4821959067711665
prodaja,stan,94.000 €,Beograd,Zemun opština,Zemun,Pregrevica,47m²,,1.5 soba,uknjiženo,etažno grejanje,,novo,2021. godine,visoko prizemlje/3 sprata (nije poslednji sprat),,lođa,,,kupatilo,,"kablovska, internet",,"ka ulici, ka dvorištu",stambeno-poslovni,,,,"ODLIČNA LOKACIJA, BLIZINA DUNAVA, PREGREVICA, LUX GRADNJA, STANOVI  47m2 i 49 m2Zgrada se nalazi u mirnoj ulici, u blizini Dunava, idealna za porodičan život,U ponudi imamo lux stanove od 47 m2 ( dnevna + spavaća soba) koji je pozicioniran na visokom prizemlju. Jedan stan od 49m2 ( dnevna + spavaća soba) je pozicioniran na prvom spratu.Odlična gradnja, kvalitetni materijali ( PVC stolarija, keramika, sanitarije)Svaki stan ima odvojenu spavaću sobu i  lođu.Geotermalno grejanje ( najefikasnije, a najekonomičnije grejanje)Mogućnost kupovine putem stambenog kredita.Za kupce prvog stana oslobodjenje od poreza na prenos apsolutnih prava.Cena: 2000 evra/m2",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/pregrevica/61499b5f2f3f5e1b64786dc3,44.8557102,20.3890691,6.817819302482861
prodaja,stan,242.920 €,Beograd,Vračar,Crveni Krst Vračar,Gročanska,121m²,,4 sobe,,centralno grejanje,,,,7/7 spratova,ima lift (1),terase (2),,"1 garažno mesto, u sklopu zgrade","kupatilo, toalet",,,,,,,,,"Novogradnja koja se gradi od najboljih materijala sa udobnim i funkcionalnim stanovima idealnih struktura. Svakom stanu pripada obezbeđeno parking mesto u podzemnoj garaži.-lift za 8 osoba-sigurnosno ulazna vrata-visoko kvalitetna spoljašnja i unutrašnja stolarija sa komarnicima-sanitarija i keramika stranih proizvođača-daljinski sistem grejanja sa kalorimetrimaU blizini se nalazi obdanište, škola, dom zdravlja ,linije gradskog saobracaja kao i veliki marketi.Na navedene cene obračunava se PDV-10%Pri kupovini postoje dva modela plaćanja,MODEL 1-75% u roku od 5 dana od overe Ugovora o kuporodaji-20% u roku od 6 meseci od dana overe Ugovora o kupoprodaji- 5% u roku od dana pozitivnog tehničkog prijemaMODEL 2-25% u roku od 5 dana overe Ugovora o kupoprodaji-70% u mečnim ratama od 31,03,2022,god.-5% u rokuo od 5 dana pozitivnog tehničkog prijemaBEZ PROVIZIJE ZA KUPCA, KUPOVINA U SARDNJI SA INVESTITOROM",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/grocanska/6130a7aace63f7246d45407d,44.7922253,20.4949208,4.1416484160727824
prodaja,stan,291.888 €,Beograd,Savski Venac,Beograd na vodi,Hercegovačka,79m²,,3 sobe,,centralno grejanje,,novo,,13/16 spratova (nije poslednji sprat),ima lift (1),,1 parking mesto,,kupatilo,prazno,"telefon, kablovska, internet, interfon, klima",,,,,,3944,"Art nekretnine d.o.o. kao ovlašćeni prodavac na projektu Beograd na vodi, u prilici je da Vam ponudiizuzetan trosoban stan u zgradi BW Sole. Karakteristike stana:•	Visina plafona – 2.8m•	Balkonski prozori od poda do plafona (Obilje prirodne svetlosti)•	CG – po potrošnji•	Multi-split sistem za klimatizaciju•	Višeslojni parketi•	Sanitarije renomiranih proizvođača•	Porcelanske pločice•	Opremljen kuhinjom, garderoberima i kupatilskim nameštajem (uključeno u cenu)•	Recepcija i video nadzor 24h•	Vertikalni kanal za odlaganje smecaCena garažnog mesta: •	Standardno – 23.950eCena sa uračunatim PDV-om. Povraćaj PDV-a za kupce prvog stana.Smeštena u srcu Park distrita Belgrade Waterfront-a u trećem redu zgrada od obale, BW Sole stanarima nudi jedinstven skup ekskluzivnih sadržaja. Ova vrhunska kolekcija stanova direktno je pozicionirana prema Sava Parku i uređenom zajedničkom dvorištu.Glavnu karakteristiku arhitektonskog rešenja ove šesnaestospratne zgrade predstavlja fasada razložena na niz proporcionalnih blokova sa različitim fasadnim materijalima.BW Sole pruža idealan ambijent za zdrav i aktivan život.Stanarima zgrade biće omogućen direktan i bezbedan pristup podzemnoj garaži, kao i obližnjem vrtiću sa igraonicom.Uređeno dvorište sa igralištem i zonom za opuštanje, dve recepcije sa poštanskim sandučićima, obezbeđenje i sistem za izbacivanje smeća. U prizemlju će se nalaziti prodavnice za podmirenje osnovnih životnih potreba.Useljiva  2022.U ponudi imamo stanove različitih struktura i kvadratura,kao i kompletnu ponudu ostalih objekataBelgrade Waterfront-a.Bez provizije za kupcaKontaktirajte nasPozovite nas i zakažite sastanak.011/4016-236011/4016-237",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/hercegovacka/61828470f568dd36e53dd573,44.8132072,20.4520632,0.6491339966627081
prodaja,stan,169.130 €,Beograd,Vračar,Crveni Krst Vračar,Gročanska,78m²,,3 sobe,,podno grejanje,,,,6/7 spratova (nije poslednji sprat),ima lift (1),terasa,,"1 garažno mesto, u sklopu zgrade","kupatilo, toalet",,"kablovska, internet, interfon, klima",,,stambeno-poslovni,,,,"U ponudi imamo trosobne stanove na vpr, I, i VI spratu. Stanove će odlikovati visok nivo tehničke opremljenosti i koristiće se najsavremeniji materijali u izgradnji.Grejanje je na toplotne pumpe po sistemu grejanja i hladjenja, termički i zvučno su izolovani zidovi ,spoljašnja stolarija je u kombinaciji drvo aluminijum, italijanska keramika sa sanitarijom, hrastov parket ekstra klase i blindirana ulazna vrata.Postoji mogućnost i kupovine  garaznog mesta po ceni od 15000e plus PDV od 20%.Na navedene cene obračunava se PDV od 10%.BEZ PROVIZIJE ZA KUPCA. KUPOVINA U SARADNJI SA INVESTITOROM.",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/grocanska/6130c90b134ec177d6064a53,44.7922253,20.4949208,4.1416484160727824
prodaja,stan,218.160 €,Beograd,Vračar,Crveni Krst Vračar,Gročanska,101m²,,4 sobe,,podno grejanje,,u izgradnji,,4. sprat,ima lift (1),terasa,,"1 garažno mesto, u sklopu zgrade","kupatila (2), toalet",,"kablovska, internet, interfon, klima",,,stambeno-poslovni,,,,".U ponudi imamo četvorosobne stanove na I, IV, V i na povucenom spratu koji je u nivou sedmog sprata . Stanove će odlikovati visok nivo tehničke opremljenosti i koristiće se najsavremeniji materijali u izgradnji.Grejanje je na toplotne pumpe po sistemu grejanja i hladjenja, termički i zvučno su izolovani zidovi, spoljašnja stolarija je u kombinaciji drvo aluminijum, italijanska keramika sa sanitarijom, hrastov parket ekstra klase i blindirana ulazna vrata.Postoji mogućnost i kupovine  garaznog mesta po ceni od 15000e plus PDV od 20%.Na navedene cene obračunava se PDV od 10%.BEZ PROVIZIJE ZA KUPCA. KUPOVINA U SARADNJI SA INVESTITOROM.",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/grocanska/6130ca869e23434d7f716c62,44.7922253,20.4949208,4.1416484160727824
prodaja,stan,200.900 €,Beograd,Vračar,Crveni Krst Vračar,Gročanska,93m²,,3 sobe,,,,u izgradnji,,nisko prizemlje/7 spratova (nije poslednji sprat),ima lift (1),terasa,,"1 garažno mesto, u sklopu zgrade","kupatilo, toalet",,"kablovska, internet, interfon, klima",,,stambeno-poslovni,,,,"U ponudi imamo trosoban stan u niskom prizemlju. Stan će odlikovati visok nivo tehničke opremljenosti i koristiće se najsavremeniji materijali u izgradnji.Grejanje je na toplotne pumpe po sistemu grejanja i hladjenja ,termički i zvučno su izolovani zidovi, spoljašnja stolarija je u kombinaciji drvo aluminijum, italijanska keramika sa sanitarijom, hrastov parket ekstra klase i blindirana ulazna vrata.Postoji mogućnost i kupovine i garaznog mesta po ceni od 15000e plus PDVod 20%.Na navedene cene obračunava se PDV od 10%.BEZ PROVIZIJE ZA KUPCA. KUPOVINA U SARADNJI SA INVESTITOROM.",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/grocanska/6130e60332ab441a26481a8d,44.7922253,20.4949208,4.1416484160727824
prodaja,stan,223.800 €,Beograd,Vračar,Crveni Krst Vračar,Gročanska,104m²,,4 sobe,,podno grejanje,,u izgradnji,,7/7 spratova,,terasa,,"1 garažno mesto, u sklopu zgrade","kupatilo, toalet",,"kablovska, internet, interfon, klima",,,stambeno-poslovni,,,,"U ponudi imamo četvorosoban stan povucen u nivou sedmog spratu. Stan će odlikovati visok nivo tehničke opremljenosti i koristiće se najsavremeniji materijali u izgradnji.Grejanje je na toplotne pumpe po sistemu grejanja i hladjenja, termički i zvučno su izolovani zidovi ,spoljašnja stolarija je u kombinaciji drvo aluminijum, italijanska keramika sa sanitarijom, hrastov parket ekstra klase i blindirana ulazna vrata.Postoji mogućnost i kupovine i garaznog mesta po ceni od 15000e plus PDV od 20%.Na navedene cene obračunava se PDV od 10%.BEZ PROVIZIJE ZA KUPCA. KUPOVINA U SARADNJI SA INVESTITOROM.",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/grocanska/6130e85f937a0c0606568e5d,44.7922253,20.4949208,4.1416484160727824
prodaja,stan,173.880 €,Beograd,Vračar,Crveni Krst Vračar,Gročanska,80m²,,3 sobe,,podno grejanje,,u izgradnji,,visoko prizemlje/7 spratova (nije poslednji sprat),ima lift (1),lođa,,"1 garažno mesto, u sklopu zgrade","kupatilo, toalet",,"kablovska, internet, interfon, klima",,,stambeno-poslovni,,,,"U ponudi imamo trosoban  stan na vpr spratu. Stan će odlikovati visok nivo tehničke opremljenosti i koristiće se najsavremeniji materijali u izgradnji.Grejanje je na toplotne pumpe po sistemu grejanja i hladjenja ,termički i zvučno su izolovani zidovi, spoljašnja stolarija je u kombinaciji drvo aluminijum, italijanska keramika sa sanitarijom, hrastov parket ekstra klase i blindirana ulazna vrata.Postoji mogućnost i kupovine i garaznog mesta po ceni od 15000e plus PDV od 20%.Na navedene cene obračunava se PDV od 10%.BEZ PROVIZIJE ZA KUPCA. KUPOVINA U SARADNJI SA INVESTITOROM",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/grocanska/6135eb9e6964301802423b67,44.7922253,20.4949208,4.1416484160727824
prodaja,stan,182.500 €,Beograd,Vračar,Crveni Krst Vračar,Bregalnička,73m²,,3 sobe,,etažno grejanje,,,,3/6 spratova (nije poslednji sprat),ima lift (1),"terasa, lođa",,"1 garažno mesto, u sklopu zgrade","kupatilo, toalet",prazno,"telefon, kablovska, internet, interfon, klima",,"ka ulici, ka dvorištu",stambeno-poslovni,,,,"Luksuzna novogradnja u lepoj i mirnoj ulici na Vračaru u blizini svih infrastrukturnih sadržaja koji obezbedjuju udoban i komforan život, Zgrada poseduje lift i  garažno mesto.U ponudi su stanovi -3.0 stan na I i II spratu. Cena 2450e plus PDV - 10%.-3,0 stan na III, IV i V spratu, Cena 2500e plus PDV - 10%.Cena garažnog mesta 15000e plus PDV - 20%.",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/bregalnicka/6180468916cbc356c24be106,44.7978683,20.4916322,3.5317888391370706
prodaja,stan,243.650 €,Beograd,Vračar,Crveni Krst Vračar,Bregalnička,97m²,,4 sobe,,etažno grejanje,,u izgradnji,,3/6 spratova (nije poslednji sprat),ima lift (1),"terasa, lođa",,"1 garažno mesto, u sklopu zgrade","kupatilo, toalet",,"telefon, kablovska, internet, interfon, klima",,"ka ulici, ka dvorištu",stambeno-poslovni,,,,"Luksuzna novogradnja u lepoj i mirnoj ulici na Vračaru u blizini svih infrastrukturnih sadržaja koji obezbedjuju udoban i komforan život, Zgrada poseduje lift i garažno mesto.U ponudi su stanovi -4,0 stan na I i II spratu. Cena 2450e plus PDV - 10%.-4,0 stan na III, IV i V spratu, Cena 2500e plus PDV - 10%.Cena garažnog mesta 15000e plus PDV - 20%.AGENCIJSKA PROVIZIJA ZA KUPCA 1%",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/bregalnicka/61804c7418c20f13ad6cc355,44.7978683,20.4916322,3.5317888391370706
prodaja,stan,2.330 €,Beograd,Zvezdara opština,Bulbulder,Mehmeda Sokolovića,49m²,,2 sobe,uknjiženo,centralno grejanje,,novo,2021. godine,2/5 spratova (nije poslednji sprat),ima lift (1),terasa,"1 parking mesto, u dvorištu zgrade","1 garažno mesto, u sklopu zgrade",kupatilo,prazno,klima,,,,,,,"Poštovani u prilici smo da ponudimo još jednu izuzetnu novogradnju na odličnoj lokaciji.BULBUDER -ZVEZDARA-Centralno grejanje na toplane-Hrastov parket 1 klase-Klima uredjaj-Pvc stolarija sa aluminijumskim roletnama-Keramika 1 klasa,spanska i italijanska-Sigurnosna vrata sa stok lasnom,Bosal.-Pregradna vrata farbana.,-Demit fasada sa obradom u savremenim materijalima,fundermax sa kamenom vunom..Kamena vuna u podovima i unutrasnjim zidovima.,-lift-Parking mesta u garaži Ood10 do 14000 eu na klackalicama + pdv.(takodje zavisi od nacina uplate) i mesta-Cena stana je sa pdv 2330 eu po m2Prethodni objekti,Cerska 34,Mehmeda Sokolovica 4,Mariborska 11,Vladimira Gortana 13.....Rok zavrsetka i useljenja 01.02.2022Garažna mesta NA KLACKALICAMA,CENE SU OD 10 000+PDV DO 14 000+PDV064/825-82-78",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/mehmeda-sokolovica/619e3b4ea18437545a6c24d4,44.8022623,20.4960324,3.5452277188867014
